種類_中,種類_日,種類_法,種類_泰,種類_美,種類_西,種類_韓,類型_咖啡,類型_地方,類型_小吃,類型_居酒,類型_火鍋,類型_甜點,類型_聚餐,類型_茶館,類型_酒吧,類型_餐酒,氛圍_安靜,氛圍_家庭,氛圍_時尚,氛圍_浪漫,氛圍_熱鬧,氛圍_約會,氛圍_聚餐,氛圍_舒適
0.5394857,1.0000002,0.18612075,0.30933738,0.8892095,0.10010433,0.31768298,0.22287822,0.0,0.14298606,0.28886676,0.90272355,0.209872,0.4287331,0.23936439,0.25441575,0.18968797,0.41622853,0.41941285,0.087347984,0.0613966,0.11948776,0.27591538,0.40549445,0.09833217
